StudentNumber,Gender,Year,Semester,CourseCode,LetterGrade,TotalGrade,GradeonDiscussionForumAccumulatedpoints,GradeonDiscussionLeader,GradeonAssignment1,GradeonAssignment2,GradeonFinalPaper,TotalTimeStudentsspentinCourseonSundays,TotalTimeStudentsspentinCourseonMondays,TotalTimeStudentsspentinCourseonTuesdays,TotalTimeStudentsspentinCourseonWednesdays,TotalTimeStudentsspentinCourseonThursdays,TotalTimeStudentsspentinCourseonFridays,TotalTimeStudentsspentinCourseonSaturdays,TotalTimeStudentsspentinCourseinHours,AverageTimeinCourseinHours,TotalLogins,TotalitemsAccessed,TotaltimespentonAssignment1inHours,NumberofTimesAssignment1Accessed,TotaltimespentonAssignment2inHours,NumberofTimesAssignment2Accessed,TotaltimespentonAssignmentscontentfolderinHours,NumberofTimesAssignmentscontentfolderAccessed,TotaltimespentonFinalPaperinHours,NumberofTimesFinalPaperAccessed,TotaltimespentonReadingfortheCourse,NumberofTimesReadingforthecourseAccessed,TotaltimespentonWeek1Readingsinhrs,NumberofTimesWeek1RdgsAccessed,TotaltimespentonWeek2Readingsinhrs,NumberofTimesWeek2RdgsAccessed,TotaltimespentonWeek3Readingsinhrs,NumberofTimesWeek3RdgsAccessed,TotaltimespentonWeek4Readingsinhrs,NumberofTimesWeek4RdgsAccessed,TotaltimespentonWeek5Readingsinhrs,NumberofTimesWeek5RdgsAccessed,TotaltimespentonWeek6Readingsinhrs,NumberofTimesWeek6RdgsAccessed,TotaltimespentonWeek7Readingsinhrs,NumberofTimesWeek7RdgsAccessed,TotaltimespentonWeek8Readingsinhrs,NumberofTimesWeek8RdgsAccessed,TotaltimespentonWeek9Readingsinhrs,NumberofTimesWeek9RdgsAccessed,TotaltimespentonWeek10Readingsinhrs,NumberofTimesWeek10RdgsAccessed,TotaltimespentonSyllabusinhrs,NumberofTimesSyllabusAccessed,TotaltimespentonWeeklyContentinhrs,NumberofTimesWeeklyContentAccessed,TotaltimespentonWeeklyContentforWeeks9and10,NumberofTimesWeeklycontentwk9andwk10Accessed,TotalHitsonContentAreaApp,TotalHitsinsideContentAreas,HitsonContent,HitsonInformation,HitsonBboardHelp,HitsonAssignment,HitsonCourseResources,HitsonQuiz,HitsonSyllabus,HitsonDocuments,HitsonReadings,Hitsonbooks,HitsonEReserves,HitsonFinalPaper,HitsonMessages,HitsonFirstSteps,HitsonRoster,hitsonParticipation,HitsonSubmittingWork,HitsonWebLinksampother,HitsonTasks,HitsonWebSitesampother,HitsonStaffInformation,HitsonToolsAreaApp,TotalHitsonMyGradesApp,TotalHitsonAnnouncementApp,TotalHitsonDBApp,DBDiscussionLeaderSignupboardMFhits,DBGeneralQuestionsMFhits,DBIntroductionMFhits,DBWaterCoolerMFHits,DBWeek1MFhits,DBWeek2MFhits,DBWeek3MFhits,DBWeek4MFhits,DBWeek5MFhits,DBWeek6MFhits,DBWeek7MFhits,DBWeek8MFhits,DBWeek9MFhits,DBWeek10MFhits,TotalDBMFhits,DBDiscussionLeaderSignupboardNumberofposts,DBGeneralQuestionsNumberofposts,DBIntroductionNumberofposts,DBWaterCoolerNumberofposts,DBWeek1Numberofposts,DBWeek2Numberofposts,DBWeek3Numberofposts,DBWeek4Numberofposts,DBWeek5Numberofposts,DBWeek6Numberofposts,DBWeek7Numberofposts,DBWeek8Numberofposts,DBWeek9Numberofposts,DBWeek10Numberofposts,TotalNumberofDBposts,logtotaltimestudentspentincourse,ReflectlogGrades,LogGradeonDiscussLeader,sqrtgradeonasgnmt1,Loggradeonasgnmt2,LogTotalHitsonContentAreaApp,LogTotalHitsinsideContentAreas,loghitsonassignment,logthitsoncourseresources,loghitsonquiz,loghitsonsyllabus,loghitsondocuments,sqrthitsonweblinksandothers,LogHitsonWebsitesandOthers,SqrtHitsonStaffInformation,SqrtHitsonToolsAreaApp,SqrtTotalHitsonMyGradesApp,LogTotalHitsonAnnouncementApp,LogTotalHitsonDBApp,InvDB?GeneralQuestionsMFhits,SqrtDBIntroMFhits,LogDBWaterCoolerMFhits,LogDBWeek1MFhits,LogDBWeek2MFhits,LogDBWeek3MFhits,LogDBWeek4MFhits,LogDBWeek5MFhits,LogDBWeek6MFhits,LogDBWeek7MFhits,LogDBWeek8MFhits,LogDBWeek9MFhits,LogDBWeek10MFhits,LogTotalDBMFhits,InvDBGeneralQuestionsNumberofposts,InvDBWaterCoolerNumberofposts,LogDBIntroductionNumberofposts,LogDBWk1NumberofPosts,LogDBWk2NumberofPosts,LogDBWk3NumberofPosts,LogDBWeek4Numberofposts,LogDBWeek5Numberofposts,LogDBWeek6Numberofposts,LogDBWeek7Numberofposts,LogDBWeek8Numberofposts,LogDBWeek9Numberofposts,LogDBWeek10Numberofposts,LogTotalNumberofDBposts,StudentDuplicateCases
280,2,2014,Fall,6,,91,32.5,#NULL!,18,11,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,95,96,0,0,#NULL!,16,64,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,10,#NULL!,#NULL!,#NULL!,86,345,0,0,7,0,1,7,9,10,8,9,2,7,5,2,67,#NULL!,0,#NULL!,#NULL!,7,7,9,10,8,9,2,7,5,2,67,#NULL!,1,#NULL!,4.18,1.04,1.98,1.98,1.2,1.81,#NULL!,0.7,#NULL!,1,1,#NULL!,#NULL!,#NULL!,1.93,2.54,#NULL!,2.65,#NULL!,0,0.85,0.95,1,0.9,0.95,0.3,0.85,0.7,0.3,1.83,#NULL!,#NULL!,#NULL!,0.85,0.85,0.95,1,0.9,0.95,-0.52,0.85,0.7,0.3,1.83,1
281,1,2014,Fall,6,,98,36.75,#NULL!,18,10,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,163,0,0,#NULL!,35,108,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,7,0,0,12,9,10,5,8,8,8,6,5,78,#NULL!,0,0,0,7,12,9,10,5,8,8,8,6,5,78,#NULL!,0.51,#NULL!,4.18,1,#NULL!,2.21,1.54,2.03,#NULL!,0.7,#NULL!,1,1.15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.65,#NULL!,#NULL!,1.08,0.95,1,0.7,0.9,0.9,0.9,0.78,0.7,1.89,#NULL!,#NULL!,#NULL!,0.85,1.08,0.95,1,0.7,0.9,-0.04,0.9,0.78,0.7,1.89,1
282,2,2014,Fall,6,,99,37.5,#NULL!,18,12,33,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,177,0,0,#NULL!,32,114,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,22,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,2,5,0,1,7,7,6,6,9,9,10,7,8,77,#NULL!,2,0,0,5,7,7,6,6,9,9,10,7,8,77,#NULL!,0.24,#NULL!,4.18,1.07,#NULL!,2.25,1.51,2.06,#NULL!,0.6,#NULL!,2.24,1.34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.5,2.24,#NULL!,0,0.85,0.85,0.78,0.78,0.95,0.95,1,0.85,0.9,1.89,0.5,#NULL!,#NULL!,0.7,0.85,0.85,0.78,0.78,0.95,-0.02,1,0.85,0.9,1.89,1
283,2,2014,Fall,6,,100,37.5,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,116,0,0,#NULL!,25,85,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,5,0,0,4,5,4,4,4,5,4,4,4,43,#NULL!,0,0,0,5,4,5,4,4,4,5,4,4,4,43,#NULL!,0,#NULL!,4.24,1.08,#NULL!,2.06,1.4,1.93,#NULL!,0.48,#NULL!,0,0.48,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.24,#NULL!,#NULL!,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,1.63,#NULL!,#NULL!,#NULL!,0.7,0.6,0.7,0.6,0.6,0.6,-0.16,0.6,0.6,0.6,1.63,1
284,1,2014,Fall,6,,100,37.75,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,128,0,0,#NULL!,14,92,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,20,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,5,0,0,8,6,7,6,6,6,8,6,4,62,#NULL!,0,0,0,5,8,6,7,6,6,6,8,6,4,62,#NULL!,0,#NULL!,4.24,1.08,#NULL!,2.11,1.15,1.96,#NULL!,0,#NULL!,1,1.3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.24,#NULL!,#NULL!,0.9,0.78,0.85,0.78,0.78,0.78,0.9,0.78,0.6,1.79,#NULL!,#NULL!,#NULL!,0.7,0.9,0.78,0.85,0.78,0.78,-0.11,0.9,0.78,0.6,1.79,1
285,1,2014,Fall,6,,89,34.25,#NULL!,16,12,27,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,189,0,0,#NULL!,32,132,#NULL!,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,7,0,0,4,8,5,4,4,11,4,4,4,55,#NULL!,0,0,0,7,4,8,5,4,4,11,4,4,4,55,#NULL!,1.09,#NULL!,4,1.07,#NULL!,2.28,1.51,2.12,#NULL!,0.78,#NULL!,2.24,1.15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.65,#NULL!,#NULL!,0.6,0.9,0.7,0.6,0.6,1.04,0.6,0.6,0.6,1.74,#NULL!,#NULL!,#NULL!,0.85,0.6,0.9,0.7,0.6,0.6,0.02,0.6,0.6,0.6,1.74,1
287,2,2014,Fall,6,,91,36.75,#NULL!,16,9,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,217,0,0,#NULL!,32,156,#NULL!,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,12,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,1,5,0,0,8,5,4,7,6,5,5,6,12,64,#NULL!,1,0,0,5,8,5,4,7,6,5,5,6,12,64,#NULL!,1,#NULL!,4.03,0.93,#NULL!,2.34,1.51,2.19,#NULL!,1.15,#NULL!,1.73,1.08,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2.24,#NULL!,#NULL!,0.9,0.7,0.6,0.85,0.78,0.7,0.7,0.78,1.08,1.81,1,#NULL!,#NULL!,0.7,0.9,0.7,0.6,0.85,0.78,-0.16,0.7,0.78,1.08,1.81,1
288,2,2014,Fall,6,,99,36.5,#NULL!,16,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,233,0,0,#NULL!,48,153,#NULL!,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,12,#NULL!,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,3,6,1,1,13,10,9,12,10,11,8,4,6,94,#NULL!,3,1,1,6,13,10,9,12,10,11,8,4,6,94,#NULL!,0.4,#NULL!,4.03,1.07,#NULL!,2.37,1.68,2.18,#NULL!,0.95,#NULL!,3.46,1.04,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.33,2.45,0,0,1.11,1,0.95,1.08,1,1.04,0.9,0.6,0.78,1.97,0.33,1,0,0.78,1.11,1,0.95,1.08,1,0.02,0.9,0.6,0.78,1.97,1
289,1,2014,Fall,6,,85,22.5,#NULL!,18,12,33,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,105,0,0,#NULL!,27,49,#NULL!,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,6,0,0,3,4,1,2,3,2,4,2,5,32,#NULL!,0,0,0,6,3,4,1,2,3,2,4,2,5,32,#NULL!,1.2,#NULL!,4.21,1.07,#NULL!,2.02,1.43,1.69,#NULL!,0.9,#NULL!,1.73,1.26,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.45,#NULL!,#NULL!,0.48,0.6,0,0.3,0.48,0.3,0.6,0.3,0.7,1.51,#NULL!,#NULL!,#NULL!,0.78,0.48,0.6,0,0.3,0.48,-0.52,0.6,0.3,0.7,1.51,1
290,1,2014,Fall,6,,99,39,#NULL!,18,12,31,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,279,0,0,#NULL!,69,184,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,23,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,2,4,0,2,7,5,8,7,7,5,7,5,4,63,#NULL!,2,0,0,4,7,5,8,7,7,5,7,5,4,63,#NULL!,0.24,#NULL!,4.24,1.07,#NULL!,2.45,1.84,2.26,#NULL!,0.48,#NULL!,0,1.36,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.5,2,#NULL!,0.3,0.85,0.7,0.9,0.85,0.85,0.7,0.85,0.7,0.6,1.8,0.5,#NULL!,#NULL!,0.6,0.85,0.7,0.9,0.85,0.85,-0.16,0.85,0.7,0.6,1.8,1
291,1,2014,Fall,6,,95,35.25,#NULL!,17,10,33,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,171,0,0,#NULL!,24,116,#NULL!,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,21,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,1,9,3,1,4,10,7,7,8,8,11,4,4,77,#NULL!,1,3,3,9,4,10,7,7,8,8,11,4,4,77,#NULL!,0.81,#NULL!,4.09,1,#NULL!,2.23,1.38,2.06,#NULL!,0.95,#NULL!,1,1.32,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,0.48,0,0.6,1,0.85,0.85,0.9,0.9,1.04,0.6,0.6,1.89,1,0.33,0.48,0.95,0.6,1,0.85,0.85,0.9,-0.04,1.04,0.6,0.6,1.89,1
292,2,2014,Fall,6,,99,36.75,#NULL!,17,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,182,0,0,#NULL!,44,98,#NULL!,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,12,#NULL!,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,3,15,3,0,7,10,8,8,4,8,13,8,14,101,#NULL!,3,3,3,15,7,10,8,8,4,8,13,8,14,101,#NULL!,0.3,#NULL!,4.09,1.08,#NULL!,2.26,1.64,1.99,#NULL!,#NULL!,#NULL!,3.46,1.45,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.33,3.87,0.48,#NULL!,0.85,1,0.9,0.9,0.6,0.9,1.11,0.9,1.15,2,0.33,0.33,0.48,1.18,0.85,1,0.9,0.9,0.6,-0.04,1.11,0.9,1.15,2,1
293,1,2014,Fall,6,,77,26,#NULL!,17,8,26,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,157,0,0,#NULL!,53,75,#NULL!,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,2,4,5,7,6,7,4,6,0,41,#NULL!,0,0,0,0,2,4,5,7,6,7,4,6,0,41,#NULL!,1.38,#NULL!,4.06,0.92,#NULL!,2.2,1.72,1.88,#NULL!,1,#NULL!,1,1.26,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,#NULL!,0.3,0.6,0.7,0.85,0.78,0.85,0.6,0.78,#NULL!,1.61,#NULL!,#NULL!,#NULL!,#NULL!,0.3,0.6,0.7,0.85,0.78,-0.07,0.6,0.78,#NULL!,1.61,1
294,2,2014,Fall,6,,77,29.5,#NULL!,18,0,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,97,0,0,#NULL!,17,61,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,11,#NULL!,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,2,0,0,3,6,5,7,7,4,6,3,8,51,#NULL!,0,0,0,2,3,6,5,7,7,4,6,3,8,51,#NULL!,1.38,#NULL!,4.18,#NULL!,#NULL!,1.99,1.23,1.79,#NULL!,0.3,#NULL!,3.32,0.78,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.41,#NULL!,#NULL!,0.48,0.78,0.7,0.85,0.85,0.6,0.78,0.48,0.9,1.71,#NULL!,#NULL!,#NULL!,0.3,0.48,0.78,0.7,0.85,0.85,-0.22,0.78,0.48,0.9,1.71,1
295,2,2014,Fall,20,,99,80,#NULL!,#NULL!,#NULL!,19,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,0,0,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,103,343,0,0,0,0,7,8,12,13,13,15,18,22,7,10,125,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.4,#NULL!,#NULL!,#NULL!,0.95,0.95,#NULL!,#NULL!,#NULL!,0.7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.01,2.54,#NULL!,0,#NULL!,0.85,0.9,1.08,1.11,1.11,1.18,1.26,1.34,0.85,1,2.1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
